order_id,customer_id,product_id,order_date,quantity,total_amount
5740,176,122,2024-11-12,5,4970
5741,44,106,2025-08-21,3,3891
5742,999999,111,2025-01-03,3,1419
5743,65,102,2024-11-13,1,1060
5744,66,122,2025-05-15,3,2982
5745,999999,174,2025-05-19,4,4896
5746,101,166,2024-11-18,1,1283
5747,4,110,2024-12-25,4,76
5748,195,186,2025-03-01,5,5940
5749,194,159,2025-02-09,4,7060
5750,115,194,2025-09-23,5,930
5751,44,176,2025-09-01,2,3194
5752,163,107,2025-08-14,5,7220
5753,30,162,2025-07-21,1,42
5754,11,150,2025-03-15,5,5545
5755,103,166,2025-09-15,1,1283
5756,192,126,2025-07-10,3,354
5757,127,136,2025-04-01,5,1405
5758,173,111,2025-09-30,4,1892
5759,171,196,2025-05-18,3,1764
5760,31,197,2025-03-18,2,3700
5761,160,120,2025-08-29,2,334
5762,99,176,2025-06-13,1,1597
5763,102,167,2025-09-03,3,3771
5764,89,183,2025-10-23,3,5175
5765,132,146,2025-03-14,2,536
5766,102,114,2025-08-21,3,3507
5767,56,136,2025-01-25,5,1405
5768,146,196,2025-10-05,2,1176
5769,193,159,2025-09-05,4,7060
5770,15,114,2025-03-20,4,4676
5771,96,196,2025-09-01,2,1176
5772,65,148,2024-11-05,4,6280
5773,134,171,2025-04-10,2,-100
5774,45,172,2024-12-27,2,1526
5775,106,182,2025-10-20,4,4888
5776,188,120,2025-03-28,5,1220
5777,47,192,2025-03-10,3,1008
5778,4,125,2025-10-23,1,-50
5779,8,166,2025-04-18,2,abc
5780,146,147,2025-06-20,2,182
5781,20,112,2025-09-25,1,1351
5782,144,187,2025-10-06,2,554
5783,999999,116,2025-02-14,3,3549
5784,5,155,2025-04-15,1,1609
5785,999999,171,2025-07-23,1,222
5786,168,141,2025-02-22,1,260
5787,196,127,2025-09-21,1,205
5788,171,140,2025-09-07,2,1372
5789,116,129,2024-12-28,2,1978
5790,24,112,2025-04-06,2,2702
5791,158,105,2025-03-05,4,6588
5792,66,130,2025-09-07,1,1487
5793,184,140,2025-03-23,3,2058
5794,154,130,2024-12-02,5,7435
5795,107,172,2025-08-28,2,1526
5796,154,128,2025-03-08,2,2386
5797,96,159,2025-06-11,1,abc
5798,127,160,2025-08-28,1,431
5799,140,170,2025-04-20,5,9155
5800,169,108,2025-10-21,4,2268
5801,189,175,2025-07-30,2,200
5802,54,200,2025-07-08,5,3985
5803,34,110,2025-08-29,4,76
5804,179,181,2025-05-28,2,1702
5805,130,150,2024-11-22,4,4436
5806,999999,175,2025-05-20,3,5772
5807,80,139,2025-04-10,1,233
5808,114,161,2025-06-13,1,820
5809,141,103,2025-02-18,2,2584
5810,151,197,2025-09-27,4,7400
5811,27,123,2024-10-28,5,855
5812,35,197,2025-04-29,3,5550
5813,129,114,2025-10-25,1,1169
5814,152,103,2025-05-31,4,5168
5815,96,182,2025-02-15,4,4888
5816,173,135,2025-09-10,2,-100
5817,145,173,2025-08-14,2,abc
5818,17,155,2025-04-24,4,6436
5819,114,143,2025-04-17,1,125
5820,11,175,2025-07-16,2,3848
5821,40,189,2024-11-24,1,544
5822,51,168,2025-07-27,3,4227
5823,193,111,2024-11-28,5,2365
5824,121,200,2025-04-16,4,3188
5825,82,194,2025-07-07,2,822
5826,999999,142,2025-04-18,1,641
5827,141,172,2025-02-23,1,763
5828,37,172,2024-12-02,1,763
5829,43,165,2025-08-05,3,4692
5830,89,157,2025-04-09,1,-100
5831,102,125,2025-05-17,4,-200
5832,999999,180,2025-02-04,1,559
5833,56,165,2025-05-03,4,6256
5834,999999,194,2025-05-31,5,2090
5835,163,151,2025-01-29,4,7140
5836,113,200,2026-03-09,1,797
5837,73,182,2025-06-19,4,4888
5838,85,116,2025-02-24,1,1183
5839,999999,108,2025-08-12,3,1701
5840,13,113,2025-03-29,5,3575
5841,43,143,2025-06-11,2,250
5842,999999,144,2025-02-26,4,1884
5843,40,196,2024-11-29,1,588
5844,43,138,2025-03-21,5,6515
5845,10,167,2024-11-19,1,1257
5846,173,196,2025-06-20,3,300
5847,174,132,2025-06-20,2,360
5848,37,178,2025-10-16,4,3632
5849,110,120,2024-10-28,1,256
5850,66,133,2025-05-11,5,6010
5851,65,109,2025-05-29,2,-100
5852,190,172,2025-02-10,2,1526
5853,170,165,2025-10-15,3,4692
5854,24,190,2025-04-30,2,3552
5855,177,160,2025-09-24,2,862
5856,176,133,2025-05-03,3,3606
5857,165,161,2024-12-18,2,1640
5858,999999,158,2026-04-06,1,1347
5859,192,182,2025-03-21,5,abc
5860,102,186,2025-07-14,2,2376
5861,106,167,2025-05-06,4,5028
5862,152,149,2025-05-04,4,4140
5863,68,140,2025-07-29,5,3430
5864,92,126,2025-05-10,5,590
5865,169,190,2025-05-06,5,8880
5866,56,160,2025-02-12,3,1293
5867,128,148,2024-11-16,3,4710
5868,180,121,2024-12-14,5,8275
5869,93,177,2025-06-18,1,100
5870,22,121,2025-05-26,1,1655
5871,147,104,2024-11-01,4,7296
5872,67,189,2025-06-22,3,-100
5873,64,145,2024-12-30,4,3724
5874,4,162,2025-08-31,1,-100
5875,130,170,2024-11-09,4,7324
5876,199,141,2025-04-22,3,828
5877,188,190,2025-05-13,1,1776
5878,193,142,2025-10-19,5,3205
5879,999999,183,2025-02-15,3,5175
5880,145,141,2025-07-03,4,1308
5881,999999,158,2024-11-26,1,1347
5882,78,129,2025-04-23,1,989
5883,96,194,2025-03-31,1,-100
5884,41,132,2025-02-10,1,180
5885,72,182,2025-04-24,1,1222
5886,44,119,2025-06-17,5,7545
5887,999999,144,2025-09-21,3,300
5888,102,145,2024-11-01,4,3724
5889,55,132,2025-01-28,2,360
5890,180,122,2025-08-17,3,2982
5891,76,169,2025-05-29,5,3745
5892,147,155,2025-10-09,5,8045
5893,130,138,2024-11-12,3,3909
5894,999999,113,2026-01-16,1,715
5895,173,142,2025-10-11,4,2564
5896,161,126,2024-11-15,3,354
5897,106,122,2025-02-06,2,1988
5898,156,189,2025-03-20,4,2176
5899,58,190,2025-09-26,5,8880
5900,171,178,2024-11-20,5,4540
5901,127,115,2025-09-27,4,4316
5902,152,190,2025-03-28,4,7104
5903,190,200,2025-10-12,5,3985
5904,8,186,2025-07-24,3,3564
5905,134,181,2024-11-25,2,1702
5906,181,113,2025-08-22,2,1430
5907,41,137,2025-02-01,1,366
5908,154,172,2025-01-19,1,763
5909,155,133,2025-01-31,3,3606
5910,146,188,2025-09-05,3,120
5911,86,141,2025-02-20,4,1496
5912,195,120,2024-12-18,3,1053
5913,114,174,2025-02-18,4,4896
5914,50,154,2025-08-18,4,312
5915,70,197,2025-01-01,2,3700
5916,166,197,2025-01-19,3,5550
5917,999999,137,2024-12-17,4,1464
5918,14,195,2024-11-13,2,-100
5919,52,194,2024-11-12,5,2090
5920,130,170,2024-11-04,5,-100
5921,106,146,2025-05-21,5,1090
5922,93,110,2025-06-18,3,57
5923,131,134,2025-07-08,3,-150
5924,5,165,2025-10-02,3,4692
5925,999999,141,2025-10-01,2,242
5926,78,157,2024-12-23,4,4460
5927,173,168,2025-07-20,1,1409
5928,110,159,2025-10-02,1,1765
5929,14,132,2025-07-14,4,720
5930,37,113,2024-11-29,5,3575
5931,96,185,2025-01-28,4,4396
5932,92,158,2025-08-14,5,6735
5933,92,168,2024-11-11,1,1409
5934,23,116,2025-05-03,3,3549
5935,30,111,2024-10-28,2,946
5936,132,114,2025-05-02,1,1169
5937,16,120,2025-09-08,3,441
5938,81,123,2025-05-15,3,513
5939,94,102,2025-10-22,3,3180
5940,25,179,2025-08-23,3,4047
5941,999999,145,2025-10-12,5,4655
5942,179,126,2024-12-02,4,472
5943,14,196,2025-03-28,5,2940
5944,999999,189,2025-09-23,2,1088
5945,21,144,2024-11-02,1,471
5946,999999,110,2025-01-30,5,-100
5947,122,200,2025-08-08,5,3985
5948,23,117,2024-10-31,5,3230
5949,29,115,2025-04-11,4,4316
5950,49,158,2025-07-03,1,1347
5951,94,197,2025-02-16,3,5550
5952,192,183,2024-12-29,5,8625
5953,999999,102,2025-03-30,4,4240
5954,73,138,2025-03-07,4,5212
5955,49,129,2026-02-02,1,-100
5956,99,131,2025-07-03,5,2310
5957,78,167,2025-04-16,5,6285
5958,77,169,2025-10-03,3,2247
5959,81,186,2025-01-03,2,abc
5960,87,142,2025-09-18,3,1923
5961,89,116,2025-08-19,3,3549
5962,999999,168,2025-07-23,3,4227
5963,28,151,2024-12-30,3,5355
5964,117,174,2025-10-01,1,1224
5965,141,153,2025-07-23,4,5252
5966,141,107,2025-02-10,4,5776
5967,55,122,2025-08-22,4,3976
5968,6,194,2025-03-12,1,239
5969,106,113,2025-08-20,2,1430
5970,27,155,2025-01-21,4,6436
5971,46,149,2025-07-18,3,3105
5972,73,136,2025-03-10,3,843
5973,141,156,2025-08-11,3,3948
5974,99,170,2025-01-27,2,3662
5975,173,134,2025-01-04,4,-200
5976,999999,186,2025-03-10,4,4752
5977,114,128,2025-04-06,4,4772
5978,108,128,2025-08-23,3,3579
5979,194,185,2025-05-07,4,4396
5980,999999,179,2024-11-20,2,2698
5981,21,124,2025-02-19,5,390
5982,161,193,2025-01-25,5,500
5983,167,133,2025-02-06,5,6010
5984,94,177,2025-04-18,1,503
5985,194,142,2025-09-06,5,3205
5986,45,123,2025-03-06,2,342
5987,63,139,2025-07-07,4,932
5988,999999,108,2024-12-08,2,1134
5989,134,143,2025-02-28,3,375
5990,104,158,2025-01-09,3,4041
5991,86,146,2025-05-20,5,445
5992,130,188,2025-06-23,2,254
5993,104,179,2025-05-15,3,4047
5994,999999,132,2024-12-06,2,360
5995,159,178,2025-04-29,2,1816
5996,200,189,2025-04-28,3,1632
5997,165,145,2025-07-15,2,1862
5998,15,109,2025-07-22,3,-150
5999,146,160,2026-09-21,1,431
6000,2,118,2025-07-14,2,abc
